,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-09,0.83,0
1,1,2011-09,1.11,0
2,2,2012-09,0.36,0
3,3,2013-09,1.03,0
4,4,2014-09,1.38,0
5,5,2015-09,1.58,0
6,6,2016-09,1.94,0
7,7,2017-09,1.74,0
8,8,2018-09,-0.2,0
9,9,2019-09,22.2,0
10,10,TTM,0.0,0
