,FCFPS,ROIC
2009-12,0.0,12.63
2010-12,1.72,12.46
2011-12,1.66,13.8
2012-12,2.16,14.62
2013-12,1.79,14.2
2014-12,3.75,13.54
2015-12,3.78,11.49
2016-12,4.1,15.28
2017-12,4.82,14.51
2018-12,5.42,12.14
TTM,0.0,10.77
