,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,17.97
2012-12,0.0,19.16
2013-12,0.5,28.98
2014-12,0.82,20.21
2015-12,0.48,13.74
2016-12,0.43,16.53
2017-12,0.95,15.29
2018-12,1.54,24.34
TTM,0.0,21.97
