,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-1.85
1,1,1,2010-12,-0.57,1.78
2,2,2,2011-12,-0.21,6.38
3,3,3,2012-12,-0.32,1.68
4,4,4,2013-12,-0.63,1.5
5,5,5,2014-12,-0.63,1.74
6,6,6,2015-12,-0.79,0.81
7,7,7,2016-12,0.75,0.15
8,8,8,2017-12,0.56,-0.36
9,9,9,2018-12,0.42,0.89
10,10,10,TTM,0.0,0.25
