,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,0.0
1,1,2010-12,0.0,0.0
2,2,2011-12,0.0,0.0
3,3,2012-12,0.0,0.0
4,4,2013-12,0.0,0.0
5,5,2014-12,0.0,0.0
6,6,2015-12,0.49,-23.02
7,7,2016-12,0.07,5.48
8,8,2017-12,0.69,12.45
9,9,2018-12,0.84,7.3
10,10,TTM,0.0,12.97
