,FCFPS,ROIC
2009-12,0.0,0
2010-12,2.37,0
2011-12,2.39,0
2012-12,2.19,0
2013-12,1.89,0
2014-12,1.42,0
2015-12,1.51,0
2016-12,1.93,0
2017-12,-0.54,0
2018-12,4.41,0
TTM,0.0,0
