,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,0.0
1,1,2010-12,0.0,0.0
2,2,2011-12,0.0,0.0
3,3,2012-12,0.0,-53.57
4,4,2013-12,0.0,-36.82
5,5,2014-12,0.0,-29.11
6,6,2015-12,0.0,-35.23
7,7,2016-12,0.0,-42.59
8,8,2017-12,-1.23,-13.81
9,9,2018-12,-1.88,-15.32
10,10,TTM,0.0,-19.31
