,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-01,0.0,-5.6
1,1,1,2011-01,-0.08,-42.76
2,2,2,2012-01,-0.34,-33.01
3,3,3,2013-01,0.24,2.04
4,4,4,2014-01,0.2,2.48
5,5,5,2015-01,0.06,-13.67
6,6,6,2016-01,-0.13,-8.44
7,7,7,2017-01,0.19,-16.68
8,8,8,2018-01,0.29,6.78
9,9,9,2019-01,0.43,4.31
10,10,10,TTM,0.0,-8.29
