,FCFPS,ROIC
2009-06,0.0,-0.63
2010-06,0.0,-2.27
2011-06,0.0,-51.88
2012-06,0.0,41.36
2013-06,0.0,-36.24
2014-06,0.0,31.82
2015-06,0.0,-137.95
2016-06,0.0,0.0
2017-12,-0.92,-204.96
2018-12,-0.94,-40.05
TTM,0.0,-36.54
