,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-02,1.21,8.29
1,1,2011-02,1.88,10.17
2,2,2012-02,1.32,7.01
3,3,2013-02,0.97,4.4
4,4,2014-02,1.32,-12.64
5,5,2015-02,1.33,7.09
6,6,2016-02,0.7,6.95
7,7,2017-02,0.87,3.54
8,8,2018-02,0.33,12.76
9,9,2019-02,0.42,75.91
10,10,TTM,0.0,71.8
