,FCFPS,ROIC
2009-12,0.0,0
2010-12,2.35,0
2011-12,3.56,0
2012-12,2.96,0
2013-12,2.13,0
2014-12,1.11,0
2015-12,0.68,0
2016-12,1.37,0
2017-12,1.49,0
2018-12,2.09,0
TTM,0.0,0
