,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,5.59
1,1,2010-12,0.55,4.97
2,2,2011-12,0.66,3.55
3,3,2012-12,0.5,4.42
4,4,2013-12,0.54,2.46
5,5,2014-12,0.78,4.1
6,6,2015-12,0.86,4.25
7,7,2016-12,0.99,2.73
8,8,2017-12,0.85,1.6
9,9,2018-12,0.81,5.04
10,10,TTM,0.0,0.3
