Date,ROIC,FCFPS
2012-09,26.54,0.61
2013-09,-0.94,1.01
2014-09,30.79,-0.29
2015-09,35.86,1.47
2016-09,31.02,1.91
2017-09,29.92,2.02
2018-09,44.26,1.84
2019-09,0.0,8.29
2020-09,0.0,-0.38
2021-09,0.0,3.91
TTM,0.0,0.0
