,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-01,0.0,5.25
1,1,2011-01,-0.13,3.81
2,2,2012-01,0.58,5.7
3,3,2013-01,0.5,18.02
4,4,2014-01,-0.71,4.91
5,5,2015-01,0.16,7.17
6,6,2016-01,0.67,6.91
7,7,2017-01,0.67,6.13
8,8,2018-01,-0.06,3.93
9,9,2019-01,0.09,7.29
10,10,TTM,0.0,5.92
