,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-12,3.19,34.74
1,1,2011-12,7.61,38.09
2,2,2012-12,1.62,25.59
3,3,2013-12,0.32,15.84
4,4,2014-12,2.27,14.36
5,5,2015-12,2.69,15.26
6,6,2016-12,2.74,12.99
7,7,2017-12,4.58,15.79
8,8,2018-12,5.13,18.29
9,9,2019-12,1.48,17.07
10,10,TTM,0.0,17.07
