Date,ROIC,FCFPS
2011-01,3.79,0.17
2012-01,-0.63,0.78
2013-01,-10.02,0.93
2014-01,-4.38,1.03
2015-01,-3.83,1.17
2016-01,-0.19,1.14
2017-01,2.55,2.14
2018-01,1.44,2.55
2019-01,7.68,3.33
2020-01,0.43,4.1
TTM,-0.53,0.0
