,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,67.67
1,1,1,1,1,1,2010-12,2.51,108.92
2,2,2,2,2,2,2011-12,2.76,128.55
3,3,3,3,3,3,2012-12,2.76,114.76
4,4,4,4,4,4,2013-12,0.0,114.18
5,5,5,5,5,5,2014-12,0.0,139.95
6,6,6,6,6,6,2015-12,2.52,75.49
7,7,7,7,7,7,2016-12,0.99,62.12
8,8,8,8,8,8,2017-12,0.97,62.96
9,9,9,9,9,9,2018-12,1.18,95.79
10,10,10,10,10,10,TTM,0.0,72.28
