,FCFPS,ROIC
2009-12,0.0,10.02
2010-12,0.94,46.54
2011-12,0.96,33.42
2012-12,0.15,11.02
2013-12,0.17,8.64
2014-12,0.62,13.7
2015-12,0.78,10.32
2016-12,0.23,5.74
2017-12,1.67,23.15
2018-12,0.92,21.43
TTM,0.0,12.09
