,FCFPS,ROIC
2009-12,0.0,0
2010-12,15.29,0
2011-12,12.08,0
2012-12,15.0,0
2013-12,8.35,0
2014-12,1.5,0
2015-12,0.52,0
2016-12,0.62,0
2017-12,0.18,0
2018-12,1.54,0
TTM,0.0,0
