,FCFPS,ROIC
2010-12,0.18,15.39
2011-12,0.13,15.32
2012-12,0.19,0.0
2013-12,0.19,0.0
2014-12,0.54,0.0
2015-12,-0.62,0.0
2016-12,-1.13,0.0
2017-12,-0.53,-726.29
2018-12,-0.04,-17.01
2019-12,0.1,-2.09
TTM,0.0,-2.09
