,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,9.33
1,1,1,1,2010-12,0.0,4.84
2,2,2,2,2011-12,0.0,1.3
3,3,3,3,2012-12,0.0,2.55
4,4,4,4,2013-12,-2.35,2.28
5,5,5,5,2014-12,-5.66,2.86
6,6,6,6,2015-12,-5.03,-9.87
7,7,7,7,2016-12,0.79,2.24
8,8,8,8,2017-12,0.4,2.4
9,9,9,9,2018-12,-0.35,0.66
10,10,10,10,TTM,0.0,-0.24
