,FCFPS,ROIC
2010-06,-3.67,0
2011-06,1.17,0
2012-06,-0.7,0
2013-06,-0.54,0
2014-06,-0.45,0
2015-06,0.33,0
2016-06,-0.87,0
2017-06,-1.82,0
2018-06,3.58,0
2019-06,2.73,0
TTM,0.0,0
