,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,0.0
1,1,1,1,2010-12,-28.54,0.0
2,2,2,2,2011-12,-22.54,0.0
3,3,3,3,2012-12,-11.31,-407.62
4,4,4,4,2013-12,-6.22,-90.47
5,5,5,5,2014-12,-2.39,-158.68
6,6,6,6,2015-12,-4.03,-143.19
7,7,7,7,2016-12,-3.17,-69.64
8,8,8,8,2017-12,-1.33,-127.7
9,9,9,9,2018-12,-0.72,-53.73
10,10,10,10,TTM,0.0,-52.4
