,FCFPS,ROIC
2009-12,0.0,0
2010-12,1.36,0
2011-12,1.62,0
2012-12,1.29,0
2013-12,1.53,0
2014-12,1.07,0
2015-12,0.95,0
2016-12,0.89,0
2017-12,1.22,0
2018-12,1.35,0
TTM,0.0,0
