,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,9.39
1,1,1,1,1,2010-12,1.75,10.57
2,2,2,2,2,2011-12,1.17,17.2
3,3,3,3,3,2012-12,1.14,14.25
4,4,4,4,4,2013-12,0.96,6.83
5,5,5,5,5,2014-12,0.98,11.59
6,6,6,6,6,2015-12,0.67,14.84
7,7,7,7,7,2016-12,2.28,17.03
8,8,8,8,8,2017-12,0.49,15.72
9,9,9,9,9,2018-12,1.54,12.72
10,10,10,10,10,TTM,0.0,10.73
