,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,4.75
1,1,1,1,1,1,1,2010-12,-10.45,2.41
2,2,2,2,2,2,2,2011-12,-7.08,2.5
3,3,3,3,3,3,3,2012-12,6.53,4.27
4,4,4,4,4,4,4,2013-12,6.14,4.52
5,5,5,5,5,5,5,2014-12,7.0,2.72
6,6,6,6,6,6,6,2015-12,8.09,3.0
7,7,7,7,7,7,7,2016-12,9.99,5.18
8,8,8,8,8,8,8,2017-12,10.45,5.32
9,9,9,9,9,9,9,2018-12,11.3,4.93
10,10,10,10,10,10,10,TTM,0.0,5.05
