,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,-80.05
1,1,1,1,2010-12,-0.2,-61.27
2,2,2,2,2011-12,-0.21,-138.0
3,3,3,3,2012-12,-0.17,-44.51
4,4,4,4,2013-12,-0.18,-67.76
5,5,5,5,2014-12,-0.22,-54.77
6,6,6,6,2015-12,-0.22,-44.61
7,7,7,7,2016-12,-0.22,-38.13
8,8,8,8,2017-12,-0.17,-30.62
9,9,9,9,2018-12,-0.21,-51.62
10,10,10,10,TTM,0.0,13.11
