,FCFPS,ROIC
2009-12,0.0,-18.76
2010-12,-0.45,-25.86
2011-12,-0.33,-9.43
2012-12,-0.81,-6.52
2013-12,-0.45,-19.28
2014-12,-0.13,-37.27
2015-12,-0.64,-43.05
2016-12,-0.1,-29.9
2017-12,0.17,-15.47
2018-12,-0.03,-18.3
TTM,0.0,-26.82
