,FCFPS,ROIC
2010-12,1.23,39.62
2011-12,1.54,36.37
2012-12,2.76,36.44
2013-12,2.22,34.35
2014-12,2.15,14.05
2015-12,2.74,16.57
2016-12,3.85,18.74
2017-12,4.92,0.13
2018-12,2.94,-3.08
2019-12,5.86,-10.43
TTM,0.0,-10.43
