,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,-20.91
1,1,1,1,1,2010-12,0.02,-20.78
2,2,2,2,2,2011-12,0.03,-8.07
3,3,3,3,3,2012-12,-0.02,-11.65
4,4,4,4,4,2013-12,-0.16,-10.15
5,5,5,5,5,2014-12,0.02,-1.73
6,6,6,6,6,2015-12,0.01,-9.13
7,7,7,7,7,2016-12,0.06,1.61
8,8,8,8,8,2017-12,0.0,8.32
9,9,9,9,9,2018-12,-0.04,-2.21
10,10,10,10,10,TTM,0.0,-6.27
