,FCFPS,ROIC
2010-12,0.0,0.0
2011-12,0.0,-2.42
2012-12,0.0,5.46
2013-12,0.36,7.94
2014-12,0.42,12.1
2015-12,0.52,12.7
2016-12,0.53,12.25
2017-12,0.86,15.88
2018-12,0.74,15.64
2019-12,1.7,9.49
TTM,0.0,9.49
