,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,0
1,1,2010-12,1.08,0
2,2,2011-12,-1.68,0
3,3,2012-12,4.55,0
4,4,2013-12,8.11,0
5,5,2014-12,9.23,0
6,6,2015-12,3.49,0
7,7,2016-12,5.72,0
8,8,2017-12,7.12,0
9,9,2018-12,5.39,0
10,10,TTM,0.0,0
