,FCFPS,ROIC
2010-02,3.83,9.33
2011-02,-0.64,-2.98
2012-02,0.53,1.42
2013-02,0.97,5.56
2014-02,1.02,7.67
2015-02,0.14,13.01
2016-02,2.79,15.69
2017-02,1.67,17.82
2018-02,1.91,13.15
2019-02,2.95,7.08
TTM,0.0,4.32
