,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,7.43
1,1,1,1,1,2010-12,3.92,7.57
2,2,2,2,2,2011-12,4.97,4.1
3,3,3,3,3,2012-12,5.06,3.87
4,4,4,4,4,2013-12,4.39,1.55
5,5,5,5,5,2014-12,3.72,4.56
6,6,6,6,6,2015-12,3.98,5.01
7,7,7,7,7,2016-12,3.45,4.26
8,8,8,8,8,2017-12,0.85,4.83
9,9,9,9,9,2018-12,3.13,-0.25
10,10,10,10,10,TTM,0.0,-11.63
