,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,1.59,0.0
2011-12,1.63,0.0
2012-12,-11.58,0.0
2013-12,-9.63,6.13
2014-12,-13.0,8.53
2015-12,-1.47,7.2
2016-12,3.28,8.42
2017-12,4.68,14.53
2018-12,4.08,9.95
TTM,0.0,4.28
