,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,6.32
1,1,1,1,1,1,2010-12,0.87,6.74
2,2,2,2,2,2,2011-12,-0.67,9.39
3,3,3,3,3,3,2012-12,0.1,6.69
4,4,4,4,4,4,2013-12,-0.1,7.25
5,5,5,5,5,5,2014-12,-2.34,10.67
6,6,6,6,6,6,2015-12,0.44,-0.76
7,7,7,7,7,7,2016-12,-0.17,0.18
8,8,8,8,8,8,2017-12,1.94,5.88
9,9,9,9,9,9,2018-12,3.42,5.95
10,10,10,10,10,10,TTM,0.0,8.46
