,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-12,0.0,16.55
1,1,1,2011-12,0.0,35.49
2,2,2,2012-03,3.94,0.0
3,3,3,2013-03,5.43,34.11
4,4,4,2014-03,7.26,37.12
5,5,5,2015-03,5.82,39.58
6,6,6,2016-03,10.14,32.39
7,7,7,2017-03,10.6,22.83
8,8,8,2018-03,7.78,9.89
9,9,9,2019-03,8.42,12.96
10,10,10,TTM,0.0,11.84
