,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-14.39
1,1,1,2010-12,-0.23,-17.63
2,2,2,2011-12,-0.48,-31.62
3,3,3,2012-12,-0.28,-12.05
4,4,4,2013-12,-0.26,-18.08
5,5,5,2014-12,-0.06,-52.52
6,6,6,2015-12,0.04,-4.72
7,7,7,2016-12,0.05,4.89
8,8,8,2017-12,-0.03,-2.2
9,9,9,2018-12,-0.18,-8.44
10,10,10,TTM,0.0,-10.27
