,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-10,1.89,21.75
1,1,1,1,1,1,1,2011-10,1.33,19.54
2,2,2,2,2,2,2,2012-10,1.52,14.55
3,3,3,3,3,3,3,2013-10,0.23,13.55
4,4,4,4,4,4,4,2014-10,0.85,22.87
5,5,5,5,5,5,5,2015-10,2.11,16.99
6,6,6,6,6,6,6,2016-10,2.85,18.68
7,7,7,7,7,7,7,2017-10,1.22,20.42
8,8,8,8,8,8,8,2018-10,0.82,19.37
9,9,9,9,9,9,9,2019-10,2.06,12.24
10,10,10,10,10,10,10,TTM,0.0,12.24
