,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,0.0,0.0
2015-12,0.0,0.0
2016-12,0.0,-95.86
2017-12,-0.47,-75.58
2018-12,-0.97,-64.89
TTM,0.0,-60.62
