,FCFPS,ROIC
2003-12,0.0,1.79
2010-12,0.0,0.0
2011-12,0.0,4.17
2012-12,0.0,4.38
2013-12,-0.18,6.69
2014-12,0.71,3.67
2015-12,1.19,5.73
2016-12,0.84,4.98
2017-12,1.34,4.98
2018-12,1.59,6.4
TTM,0.0,4.65
