,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,0.0,-360.28
2015-12,0.0,-532.75
2016-12,0.0,0.0
2017-12,-0.63,-245.43
2018-12,-1.85,-170.02
TTM,0.0,-724.28
