,FCFPS,ROIC
2010-06,0.0,0
2011-06,0.64,0
2012-06,0.63,0
2013-06,1.14,0
2014-06,0.86,0
2015-06,0.65,0
2016-06,1.69,0
2017-06,1.22,0
2018-06,0.82,0
2019-06,0.84,0
TTM,0.0,0
