,FCFPS,ROIC
2009-12,0.0,4.45
2010-12,1.13,10.98
2011-12,1.36,17.5
2012-12,3.26,19.49
2013-12,3.03,20.18
2014-12,3.61,17.91
2015-12,4.08,10.75
2016-12,3.77,15.58
2017-12,3.89,17.06
2018-12,3.75,17.79
TTM,0.0,19.97
