Date,ROIC,FCFPS
2012-12,-33.0,-0.64
2013-12,1.11,-0.72
2014-12,-11.59,-0.38
2015-12,0.0,-0.33
2016-12,-23.31,-0.16
2017-12,6.62,-0.23
2018-12,18.23,0.16
2019-12,13.62,-0.04
2020-12,50.98,0.58
2021-12,42.92,2.42
TTM,10.57,0.0
