,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,-0.6,0.0
2011-12,-2.98,0.0
2012-12,-4.15,0.0
2013-12,-1.32,-98.17
2014-12,-1.07,-28.35
2015-12,-1.72,-27.7
2016-12,-0.67,-46.21
2017-12,-1.33,-31.91
2018-12,-0.93,-43.83
TTM,0.0,-72.07
