,FCFPS,ROIC
2009-12,0.0,0.43
2010-12,4.08,10.4
2011-12,3.95,8.68
2012-12,4.61,11.78
2013-12,4.28,9.95
2014-12,3.95,10.0
2015-12,1.04,8.82
2016-12,2.09,11.05
2017-12,-0.78,29.01
2018-12,-0.17,6.59
TTM,0.0,6.7
