,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-03,0.04,-3.1
1,1,1,2011-03,-0.73,6.2
2,2,2,2012-03,-0.6,9.55
3,3,3,2013-03,0.35,-3.61
4,4,4,2014-03,0.84,27.13
5,5,5,2015-03,-0.18,5.21
6,6,6,2016-03,-0.4,0.92
7,7,7,2017-03,-0.62,3.57
8,8,8,2018-03,0.75,4.26
9,9,9,2019-03,0.2,10.47
10,10,10,TTM,0.0,2.75
