,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,13.67
1,1,1,1,1,1,2010-12,0.48,9.78
2,2,2,2,2,2,2011-12,0.16,4.59
3,3,3,3,3,3,2012-12,-0.01,4.02
4,4,4,4,4,4,2013-12,0.6,2.43
5,5,5,5,5,5,2014-12,1.06,3.63
6,6,6,6,6,6,2015-12,0.85,3.3
7,7,7,7,7,7,2016-12,0.62,4.04
8,8,8,8,8,8,2017-12,1.25,2.0
9,9,9,9,9,9,2018-12,2.65,3.12
10,10,10,10,10,10,TTM,0.0,3.87
