,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,0.0
1,1,1,2010-12,0.0,0.0
2,2,2,2011-12,0.0,111.91
3,3,3,2012-12,0.32,23.44
4,4,4,2013-12,0.97,19.1
5,5,5,2014-12,0.45,17.43
6,6,6,2015-12,0.9,15.68
7,7,7,2016-12,0.95,12.07
8,8,8,2017-12,1.84,12.17
9,9,9,2018-12,1.37,15.28
10,10,10,TTM,0.0,12.1
