,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.14,0.0
2011-12,0.08,26.48
2012-12,0.03,1.24
2013-12,0.21,0.6
2014-12,0.26,1.36
2015-12,0.07,2.17
2016-12,0.28,2.42
2017-12,0.66,-0.93
2018-12,1.0,8.01
TTM,0.0,9.12
