,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,8.65
1,1,1,1,1,2010-12,2.01,7.93
2,2,2,2,2,2011-12,3.69,7.96
3,3,3,3,3,2012-12,3.63,8.83
4,4,4,4,4,2013-12,3.17,9.92
5,5,5,5,5,2014-12,3.52,9.79
6,6,6,6,6,2015-12,5.35,9.94
7,7,7,7,7,2016-12,8.28,9.25
8,8,8,8,8,2017-12,7.87,11.56
9,9,9,9,9,2018-12,4.22,1.34
10,10,10,10,10,TTM,0.0,5.14
