Date,ROIC,FCFPS
2012-12,0,10.94
2013-12,0,9.61
2014-12,0,5.44
2015-12,0,4.33
2016-12,0,-1.86
2017-12,0,4.45
2018-12,0,4.37
2019-12,0,2.06
2020-12,0,8.99
2021-12,0,-9.41
TTM,0,0.0
