,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,9.59
1,1,1,1,1,1,2010-12,0.1,7.01
2,2,2,2,2,2,2011-12,-0.21,8.51
3,3,3,3,3,3,2012-12,0.28,4.44
4,4,4,4,4,4,2013-12,0.35,6.12
5,5,5,5,5,5,2014-12,-0.43,7.76
6,6,6,6,6,6,2015-12,-0.75,3.45
7,7,7,7,7,7,2016-12,0.78,-4.11
8,8,8,8,8,8,2017-12,-0.28,-5.5
9,9,9,9,9,9,2018-12,-0.11,1.91
10,10,10,10,10,10,TTM,0.0,-1.19
