,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-4.58
1,1,1,2010-12,0.2,17.93
2,2,2,2011-12,0.63,4.79
3,3,3,2012-12,-2.77,7.15
4,4,4,2013-12,-1.0,12.54
5,5,5,2014-12,1.51,5.72
6,6,6,2015-12,2.49,-1.71
7,7,7,2016-12,2.3,9.0
8,8,8,2017-12,4.08,5.87
9,9,9,2018-12,2.56,-0.5
10,10,10,TTM,0.0,4.0
