,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-01,0.0,23.74
1,1,1,1,1,2011-01,1.85,22.24
2,2,2,2,2,2012-01,1.53,18.52
3,3,3,3,3,2013-01,2.79,27.87
4,4,4,4,4,2014-01,2.04,30.49
5,5,5,5,5,2015-01,2.63,29.71
6,6,6,6,6,2016-01,2.47,22.13
7,7,7,7,7,2017-01,2.64,16.87
8,8,8,8,8,2018-01,2.3,20.62
9,9,9,9,9,2019-01,1.46,22.48
10,10,10,10,10,TTM,0.0,9.86
