Date,ROIC,FCFPS
2011-01,10.77,4.31
2012-01,11.02,1.56
2013-01,10.75,4.27
2014-01,8.57,4.57
2015-01,-3.68,2.56
2016-01,14.37,7.18
2017-01,13.81,5.7
2018-01,14.76,8.35
2019-01,13.76,5.0
2020-01,14.45,6.67
TTM,17.17,0.0
