,FCFPS,ROIC
2009-12,0.0,8.82
2010-12,0.28,7.0
2011-12,0.21,2.26
2012-12,0.27,10.55
2013-12,0.52,11.62
2014-12,0.23,11.48
2015-12,0.15,4.1
2016-12,0.31,8.24
2017-12,0.24,4.39
2018-12,-0.29,1.22
TTM,0.0,-0.97
