,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-05,2.14,14.67
1,1,2011-05,0.87,12.68
2,2,2012-05,1.49,17.35
3,3,2013-05,0.6,9.32
4,4,2014-05,0.78,17.94
5,5,2015-05,2.25,22.93
6,6,2016-05,6.54,37.04
7,7,2017-05,-1.74,-8.48
8,8,2018-05,2.65,13.62
9,9,2019-05,2.19,4.98
10,10,TTM,0.0,-3.73
