,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-07,3.36,7.49
1,1,1,1,2011-07,3.08,8.31
2,2,2,2,2012-07,1.81,5.18
3,3,3,3,2013-07,1.97,3.62
4,4,4,4,2014-07,1.2,7.16
5,5,5,5,2015-07,1.71,5.84
6,6,6,6,2016-07,1.4,-0.08
7,7,7,7,2017-07,1.67,3.27
8,8,8,8,2018-07,1.93,5.54
9,9,9,9,2019-07,2.63,4.81
10,10,10,10,TTM,0.0,4.78
