,FCFPS,ROIC
2002-04,0.0,0.34
2003-04,0.0,28.29
2004-04,0.0,0.0
2005-04,0.0,-2.14
2006-04,0.0,99.11
2007-12,-63.22,-6.49
2010-12,-17.79,-1.0
2012-12,1206.51,101.09
2013-12,-72.46,96.36
2014-12,-67.48,2.71
TTM,0.0,2.45
