,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-06,1.14,63.52
1,1,1,1,2011-06,1.27,19.43
2,2,2,2,2012-06,1.11,27.21
3,3,3,3,2013-06,1.15,25.41
4,4,4,4,2014-06,1.14,35.72
5,5,5,5,2015-06,1.22,37.85
6,6,6,6,2016-06,0.84,45.66
7,7,7,7,2017-06,1.19,55.05
8,8,8,8,2018-06,0.66,34.47
9,9,9,9,2019-06,1.5,51.62
10,10,10,10,TTM,0.0,45.44
