,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-03,0.0,0.0
1,1,1,2011-03,0.0,0.0
2,2,2,2012-03,0.0,0.0
3,3,3,2013-03,0.0,0.0
4,4,4,2014-03,0.0,0.0
5,5,5,2015-03,-5.97,-14.95
6,6,6,2016-03,-3.03,-9.17
7,7,7,2017-03,-2.06,-15.99
8,8,8,2018-03,-1.79,-14.57
9,9,9,2019-03,-1.63,-22.47
10,10,10,TTM,0.0,-15.96
