,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-03,0,5.48
1,1,2011-03,0,-0.74
2,2,2012-03,0,9.35
3,3,2013-03,0,7.45
4,4,2014-03,0,1.76
5,5,2015-03,0,-0.34
6,6,2016-03,0,1.2
7,7,2017-03,0,0.92
8,8,2018-03,0,3.17
9,9,2019-03,0,98.9
10,10,TTM,0,-13.17
